version,build,date,bullet_text,patch_id,bullet_idx_in_patch,bullet_id
2.5.0,69713,"December 11, 2025",Healing per Rank reduced from 1% to .5% of Maximum Health.,2.5.0_69713,79,2.5.0_69713_79
2.5.0,69713,"December 11, 2025",Damage increased from 10-30% to 20-40%.,2.5.0_69713,80,2.5.0_69713_80
2.5.0,69713,"December 11, 2025",Damage increased from 100-120% to 100-140%.,2.5.0_69713,81,2.5.0_69713_81
2.5.0,69713,"December 11, 2025",Reverted Energy cap from PTR.,2.5.0_69713,82,2.5.0_69713_82
2.5.0,69713,"December 11, 2025",Chance to deal triple damage to Knocked Down enemies increased from 50-75% to 50-100%.,2.5.0_69713,83,2.5.0_69713_83
2.5.0,69713,"December 11, 2025",Bonus damage increased from 35-55% to 50-70%.,2.5.0_69713,84,2.5.0_69713_84
2.5.0,69713,"December 11, 2025",Bonus damage increased from 70-100% to 70-130%.,2.5.0_69713,85,2.5.0_69713_85
2.5.0,69713,"December 11, 2025",Ranks to Stutter Step,2.5.0_69713,86,2.5.0_69713_86
2.5.0,69713,"December 11, 2025",No longer available.,2.5.0_69713,87,2.5.0_69713_87
2.5.0,69713,"December 11, 2025",Adjusted the description to specify that it invokes Teleport and doesn't Cast it.,2.5.0_69713,88,2.5.0_69713_88
2.5.0,69713,"December 11, 2025",Previous (PTR): Teleport Dazes enemies at its end point for 1.5 seconds.,2.5.0_69713,89,2.5.0_69713_89
2.5.0,69713,"December 11, 2025",Now: You gain 25%[+] All Resistance for 3 seconds after Teleporting.,2.5.0_69713,90,2.5.0_69713_90
2.5.0,69713,"December 11, 2025",Previous: Casting a Skill grants 3%[+] All Resistance and 2%[+] Maximum Resistance to that Skill's Element for 9 seconds.,2.5.0_69713,91,2.5.0_69713_91
2.5.0,69713,"December 11, 2025",Now: Casting a Skill grants 3%[+] All Resistance and 5%[+] Resistance to that Skill's Element for 9 seconds.,2.5.0_69713,92,2.5.0_69713_92
2.5.0,69713,"December 11, 2025",Maximum Barrier reduced from 30% to 20% of Maximum Health.,2.5.0_69713,93,2.5.0_69713_93
2.5.0,69713,"December 11, 2025",Barrier per Rank reduced from 10% to 5% of Maximum Health.,2.5.0_69713,94,2.5.0_69713_94
2.5.0,69713,"December 11, 2025",Healing reduced from 1% per Rank to .2% of Maximum Health.,2.5.0_69713,95,2.5.0_69713_95
2.5.0,69713,"December 11, 2025",Healing from Bosses reduced from 4% to 2% of Maximum Health.,2.5.0_69713,96,2.5.0_69713_96
2.5.0,69713,"December 11, 2025",Barrier reduced from 3-6% to 1.5-3% of Maximum Health.,2.5.0_69713,97,2.5.0_69713_97
2.5.0,69713,"December 11, 2025",Reverted Mana cap from Season of Infernal Chaos.,2.5.0_69713,98,2.5.0_69713_98
2.5.0,69713,"December 11, 2025",Teleport's Cooldown reduction increased from 1-2.5 to 3-4.5 seconds.,2.5.0_69713,99,2.5.0_69713_99
2.5.0,69713,"December 11, 2025",Previous: When you Freeze an enemy there is a [25-45%] chance they become Vulnerable for 3 seconds.,2.5.0_69713,100,2.5.0_69713_100
2.5.0,69713,"December 11, 2025",New: Frost Skills deal 20-30%x increased damage and have a 40% chance to apply Vulnerable for 4 seconds.,2.5.0_69713,101,2.5.0_69713_101
2.5.0,69713,"December 11, 2025","Previous (PTR): Casting Teleport grants a stack of Galvanization, increasing its damage by 30-50% for 8 seconds. Becoming Injured Teleports you to a random location.",2.5.0_69713,102,2.5.0_69713_102
2.5.0,69713,"December 11, 2025",Now: Each enemy hit by Teleport increases the damage by 5-15%|x| and reduces the Cooldown by 0.5 seconds of the next cast. Becoming Injured will Teleport you to a random location.,2.5.0_69713,103,2.5.0_69713_103
2.5.0,69713,"December 11, 2025","Previous (PTR): After Casting Teleport, Close enemies are Pulled Inwards and it has a 10-30% chance to reset from each enemy it kills.",2.5.0_69713,104,2.5.0_69713_104
2.5.0,69713,"December 11, 2025",Now: Teleport pulls Close enemies to you and grants 10-30% Damage Reduction.,2.5.0_69713,105,2.5.0_69713_105
2.5.0,69713,"December 11, 2025",Ranks to Elemental Attunement replaced with All Resistance.,2.5.0_69713,106,2.5.0_69713_106
2.5.0,69713,"December 11, 2025",Ranks to Shocking Impact replaced with 30-40% Teleport CDR.,2.5.0_69713,107,2.5.0_69713_107
2.5.0,69713,"December 11, 2025",Ranks to Conduction,2.5.0_69713,108,2.5.0_69713_108
2.5.0,69713,"December 11, 2025",Frost Critical Strike Chance,2.5.0_69713,109,2.5.0_69713_109
2.5.0,69713,"December 11, 2025",Reverted Vigor cap from PTR.,2.5.0_69713,110,2.5.0_69713_110
2.5.0,69713,"December 11, 2025",Now reduces the time to recharge charges by 5 seconds.,2.5.0_69713,111,2.5.0_69713_111
2.5.0,69713,"December 11, 2025",Previous: Gain Life On Kill equal to 5% of your Maximum Life while you have at least 4 stacks of Ferocity.,2.5.0_69713,112,2.5.0_69713_112
2.5.0,69713,"December 11, 2025",Now: Gain 1-181 (depending on level) Life On Hit while you have at least 4 stacks of Ferocity.,2.5.0_69713,113,2.5.0_69713_113
2.5.0,69713,"December 11, 2025",Previous (PTR): Gain 2/4/6% Jaguar Attack Speed and Cooldown Reduction.,2.5.0_69713,114,2.5.0_69713_114
2.5.0,69713,"December 11, 2025",Now: Jaguar Skills deal 6/12/18%[x] increased direct damage to up to 3 of the Closest enemies to you.,2.5.0_69713,115,2.5.0_69713_115
2.5.0,69713,"December 11, 2025",Barrier reduced from 25% to 15% of Maximum Health.,2.5.0_69713,116,2.5.0_69713_116
2.5.0,69713,"December 11, 2025",Reverted Vigor cap from PTR.,2.5.0_69713,117,2.5.0_69713_117
2.5.0,69713,"December 11, 2025",Dodge chance changed to Dexterity.,2.5.0_69713,118,2.5.0_69713_118
2.5.0,69713,"December 11, 2025","Maximum quality is now 25, up from 20.",2.5.0_69713,119,2.5.0_69713_119
2.5.0,69713,"December 11, 2025","Quality increase per Masterwork is now 2-5, up from 1-3.",2.5.0_69713,120,2.5.0_69713_120
2.5.0,69713,"December 11, 2025",Quality upgrades now increase all affix values by 1% per quality value.,2.5.0_69713,121,2.5.0_69713_121
2.5.0,69713,"December 11, 2025",The boosted affix will be colored differently to highlight it.,2.5.0_69713,122,2.5.0_69713_122
2.5.0,69713,"December 11, 2025",Item Quality 0: 10 Obducite,2.5.0_69713,123,2.5.0_69713_123
2.5.0,69713,"December 11, 2025",Item Quality 5: 25 Obducite,2.5.0_69713,124,2.5.0_69713_124
2.5.0,69713,"December 11, 2025",Item Quality 15: 66 Obducite,2.5.0_69713,125,2.5.0_69713_125
2.5.0,69713,"December 11, 2025",Item Quality 25: 100 Obducite,2.5.0_69713,126,2.5.0_69713_126
2.5.0,69713,"December 11, 2025",There is now a chance a tempered affix gets applied as a Greater Affix.,2.5.0_69713,127,2.5.0_69713_127
2.5.0,69713,"December 11, 2025",Resource gain Tempering affixes have been added for Helms and Rings.,2.5.0_69713,128,2.5.0_69713_128
2.5.0,69713,"December 11, 2025",Resource per second Tempering affix added for Pants.,2.5.0_69713,129,2.5.0_69713_129
2.5.0,69713,"December 11, 2025","Adjusted Tempering Recipes to remove affixes from Class-specific Manuals that were extraneous due to existing in Generic Manuals, or unused.",2.5.0_69713,130,2.5.0_69713_130
2.5.0,69713,"December 11, 2025",Movement Speed changed from 16-25% to 15-25%.,2.5.0_69713,131,2.5.0_69713_131
2.5.0,69713,"December 11, 2025",Movement Speed After Killing an Elite increased from 20-22.5% to 25-45%.,2.5.0_69713,132,2.5.0_69713_132
2.5.0,69713,"December 11, 2025",Maximum Life increased from 84-141 to 349-450.,2.5.0_69713,133,2.5.0_69713_133
2.5.0,69713,"December 11, 2025",Thorns increased from 45-70 to 211-281.,2.5.0_69713,134,2.5.0_69713_134
2.5.0,69713,"December 11, 2025",Casting Ultimate Skills Restores Primary Resource.,2.5.0_69713,135,2.5.0_69713_135
2.5.0,69713,"December 11, 2025","When comparing items, the Armor or resistance difference between items will now display as percentage of Toughness difference instead of just displaying the flat Armor difference.",2.5.0_69713,136,2.5.0_69713_136
2.5.0,69713,"December 11, 2025",Toughness is now displayed in the Character Stats window.,2.5.0_69713,137,2.5.0_69713_137
2.5.0,69713,"December 11, 2025",The Toughness tooltip now breaks down Damage Resistance per damage type.,2.5.0_69713,138,2.5.0_69713_138
2.5.0,69713,"December 11, 2025",Torment difficulties now display a recommended Toughness amount when selecting difficulty.,2.5.0_69713,139,2.5.0_69713_139
2.5.0,69713,"December 11, 2025",Fortify and Barrier Generation are now a part of the general defensive pool of affixes that can appear on items.,2.5.0_69713,140,2.5.0_69713_140
2.5.0,69713,"December 11, 2025","Monsters in the open world no longer scale 1:1 with your level, it is now offset so the player scales better than monsters.",2.5.0_69713,141,2.5.0_69713_141
2.5.0,69713,"December 11, 2025",Monsters damage has been reduced at low levels.,2.5.0_69713,142,2.5.0_69713_142
2.5.0,69713,"December 11, 2025",Monster power has been tuned down slightly in early Torment tiers.,2.5.0_69713,143,2.5.0_69713_143
2.5.0,69713,"December 11, 2025",Base Health for boss monsters has been increased.,2.5.0_69713,144,2.5.0_69713_144
2.5.0,69713,"December 11, 2025",The chance for items with multiple Greater Affixes to drop has been increased in Torment tiers.,2.5.0_69713,145,2.5.0_69713_145
2.5.0,69713,"December 11, 2025",More items now drop from levels 1-15.,2.5.0_69713,146,2.5.0_69713_146
2.5.0,69713,"December 11, 2025","When in a Capstone dungeon, the closest affiliated difficulty is now displayed.",2.5.0_69713,147,2.5.0_69713_147
2.5.0,69713,"December 11, 2025","Cooldown Reduction can now naturally appear on rings, gloves, and shields.",2.5.0_69713,148,2.5.0_69713_148
2.5.0,69713,"December 11, 2025",Various tuning to Capstone Dungeon encounters.,2.5.0_69713,149,2.5.0_69713_149
2.5.0,69713,"December 11, 2025",Various monster and monster pack spawning adjustments.,2.5.0_69713,150,2.5.0_69713_150
2.5.0,69713,"December 11, 2025",Various other minor updates and tweaks to Sanctification and Seasonal Activities.,2.5.0_69713,151,2.5.0_69713_151
2.5.0,69713,"December 11, 2025",Fixed an issue where Duriel maggots spawned in Helltide spawned experience motes at inappropriate times.,2.5.0_69713,152,2.5.0_69713_152
2.5.0,69713,"December 11, 2025",Fixed an issue where the Luminary in Unseen Awakening didn't respawn after the player died.,2.5.0_69713,153,2.5.0_69713_153
2.5.0,69713,"December 11, 2025",Fixed an issue where Sweltering Heat in the Torrid Menagerie could cause the player to damage themself.,2.5.0_69713,154,2.5.0_69713_154
2.5.0,69713,"December 11, 2025",Fixed an issue where the Leave Dungeon action didn't take the player out of the Dungeon when in the Torrid Menagerie.,2.5.0_69713,155,2.5.0_69713_155
2.5.0,69713,"December 11, 2025",Fixed an issue where the Sins of the Many Capstone dungeon could not be exited without logging out.,2.5.0_69713,156,2.5.0_69713_156
2.5.0,69713,"December 11, 2025","Fixed an issue where if you defeated Belial when he appeared after defeating Varshan, he wouldn't drop items as expected.",2.5.0_69713,157,2.5.0_69713_157
2.5.0,69713,"December 11, 2025",Fixed an issue where the unavoidable blood orb explosions in the second phase of the Echo of Lilith fight dealt more damage than intended.,2.5.0_69713,158,2.5.0_69713_158
2.5.0,69713,"December 11, 2025",Fixed an issue where monsters could stop spawning unexpectedly in Kor Dragan Stronghold.,2.5.0_69713,159,2.5.0_69713_159
2.5.0,69713,"December 11, 2025",Fixed an issue where the last enemy could fail to spawn to complete the Enroaching Thickets objective in the Raethwind Wilds.,2.5.0_69713,160,2.5.0_69713_160
2.5.0,69713,"December 11, 2025",Fixed an issue where having the objective to defeat the Blood Maiden was impossible to complete due to Duriel replacing the Blood Maiden in Helltide.,2.5.0_69713,161,2.5.0_69713_161
2.5.0,69713,"December 11, 2025",Fixed an issue where some bosses could fail to spawn if the player was in stealth when the boss was supposed to spawn.,2.5.0_69713,162,2.5.0_69713_162
2.5.0,69713,"December 11, 2025",Fixed an issue where monsters with the Illusory affix could spawn monsters with the Life-Link affix that could then be killed instantly.,2.5.0_69713,163,2.5.0_69713_163
2.5.0,69713,"December 11, 2025",Fixed an issue in multiple dungeons where only one instance of animus needed to be collected before the dungeon could be progressed.,2.5.0_69713,164,2.5.0_69713_164
2.5.0,69713,"December 11, 2025",Fixed an issue where progression through Escalating Nightmare Dungeons could be blocked by teleport effects.,2.5.0_69713,165,2.5.0_69713_165
2.5.0,69713,"December 11, 2025",Fixed an issue where some monsters could deal more damage than expected.,2.5.0_69713,166,2.5.0_69713_166
2.5.0,69713,"December 11, 2025",Fixed an issue where some Nightmare Dungeon Affixes could remain active outside of the dungeon.,2.5.0_69713,167,2.5.0_69713_167
2.5.0,69713,"December 11, 2025",Fixed an issue where the cost for enchanting an item at the Occultist was not consistent for all two-handed weapons.,2.5.0_69713,168,2.5.0_69713_168
2.5.0,69713,"December 11, 2025",Fixed an issue where the material cost for Masterworking was displayed inaccurately.,2.5.0_69713,169,2.5.0_69713_169
2.5.0,69713,"December 11, 2025",Fixed an issue where the Damage Per Second value was inconsistently displayed between the Masterworking tab and the weapon itself.,2.5.0_69713,170,2.5.0_69713_170
2.5.0,69713,"December 11, 2025",Fixed an issue where Items salvaged for far more materials than intended.,2.5.0_69713,171,2.5.0_69713_171
2.5.0,69713,"December 11, 2025",Fixed an issue where Soulbrand Unique did not give the correct amount of Barrier.,2.5.0_69713,172,2.5.0_69713_172
2.5.0,69713,"December 11, 2025",Fixed an issue where the Feo rune would reset its cooldown when swapping weapons.,2.5.0_69713,173,2.5.0_69713_173
2.5.0,69713,"December 11, 2025",Fixed an issue where Attack Speed could appear as an affix on a Two-Handed weapon through enchantment.,2.5.0_69713,174,2.5.0_69713_174
2.5.0,69713,"December 11, 2025",Fixed multiple instances of Paragon node bonus effects not being properly being granted.,2.5.0_69713,175,2.5.0_69713_175
2.5.0,69713,"December 11, 2025",Fixed multiple instances where items had the incorrect values of elemental resistances.,2.5.0_69713,176,2.5.0_69713_176
2.5.0,69713,"December 11, 2025",Fixed an issue where Heavenly Sigils could fail to be consumed when Sanctifying an item.,2.5.0_69713,177,2.5.0_69713_177
2.5.0,69713,"December 11, 2025",Fixed an issue where Strategic Rallying Cry did not show the accurate amount of Life gained.,2.5.0_69713,178,2.5.0_69713_178
2.5.0,69713,"December 11, 2025",Fixed an issue where Ugly Bastard Helm did not have the appropriate amount of Fire Resistance.,2.5.0_69713,179,2.5.0_69713_179
2.5.0,69713,"December 11, 2025",Fixed an issue where the Brash Node no longer granted resistances as a bonus.,2.5.0_69713,180,2.5.0_69713_180
2.5.0,69713,"December 11, 2025",Fixed an issue where the Yul rune was not triggered by Ground Stomp if Chainscourged Mail was equipped.,2.5.0_69713,181,2.5.0_69713_181
2.5.0,69713,"December 11, 2025",Fixed an issue where Ramaladni's Magnum Opus was active even when the active skill wasn't using the weapon.,2.5.0_69713,182,2.5.0_69713_182
2.5.0,69713,"December 11, 2025",Fixed an amount where the Fury cost for Kick was incorrect.,2.5.0_69713,183,2.5.0_69713_183
2.5.0,69713,"December 11, 2025",Fixed an issue where Preserving Earthen Bulwark was granting the incorrect amount of Fortify.,2.5.0_69713,184,2.5.0_69713_184
2.5.0,69713,"December 11, 2025",Fixed an issue where Ancestral Fortitude didn't increase non-physical resistance.,2.5.0_69713,185,2.5.0_69713_185
2.5.0,69713,"December 11, 2025",Fixed an issue where the Movement Speed buff from Khamsin Steppewalkers could be permanently granted when casting two defensive skills in a row.,2.5.0_69713,186,2.5.0_69713_186
2.5.0,69713,"December 11, 2025",Fixed an issue where the description for the buff from Khamsin Steppewalkers displayed the wrong values.,2.5.0_69713,187,2.5.0_69713_187
2.5.0,69713,"December 11, 2025",Fixed an issue where the description for Grizzly Rage didn't properly display the damage increase for adding additional skill points.,2.5.0_69713,188,2.5.0_69713_188
2.5.0,69713,"December 11, 2025",Fixed an issue where Golems were not properly smaller while in town while using Gravebloom.,2.5.0_69713,189,2.5.0_69713_189
2.5.0,69713,"December 11, 2025",Fixed an issue where Rapid Ossification passive was not granting cooldown reduction for more than 100 Essence at a time.,2.5.0_69713,190,2.5.0_69713_190
2.5.0,69713,"December 11, 2025",Fixed an issue where Sacrificing Defenders did not provide the bonus Elemental resistances as intended.,2.5.0_69713,191,2.5.0_69713_191
2.5.0,69713,"December 11, 2025",Fixed an issue where Paranormal Sever would occasionally fail to apply Vulnerable and Fear.,2.5.0_69713,192,2.5.0_69713_192
2.5.0,69713,"December 11, 2025",Fixed an issue where the tempering affix for Dance of Knives to deal Double damage could stack to deal incredibly high values.,2.5.0_69713,193,2.5.0_69713_193
2.5.0,69713,"December 11, 2025",Fixed an issue where the Teleport Enchantment tooltip was showing the wrong cooldown.,2.5.0_69713,194,2.5.0_69713_194
2.5.0,69713,"December 11, 2025",Fixed an issue where the Oculus could randomly teleport the player while they are healing.,2.5.0_69713,195,2.5.0_69713_195
2.5.0,69713,"December 11, 2025",Fixed an issue where the Antivenom Passive was not functioning.,2.5.0_69713,196,2.5.0_69713_196
2.5.0,69713,"December 11, 2025",Fixed an issue where the Jaguar Main Hall would not benefit from Aspect of Unyielding Hits.,2.5.0_69713,197,2.5.0_69713_197
2.5.0,69713,"December 11, 2025",Fixed an issue where Ravager would dash to targets uncontrollably when non-Casted core skills were invoked.,2.5.0_69713,198,2.5.0_69713_198
2.5.0,69713,"December 11, 2025","Fixed an issue where the Eagle Primary Spirit Hall's damage was being increased far more than intended by bonuses to Spirit Hall Potency, such as from Wushe Nak Pa.",2.5.0_69713,199,2.5.0_69713_199
2.5.0,69713,"December 11, 2025","Fixed an issue where Mystic Circle would be empowered by skills that were not cast, such as from Path of the Emissary.",2.5.0_69713,200,2.5.0_69713_200
2.5.0,69713,"December 11, 2025",Fixed an issue where The Protector did not smash immediately upon landing.,2.5.0_69713,201,2.5.0_69713_201
2.5.0,69713,"December 11, 2025",Fixed an issue where Tempering an item would prevent selecting other items that could also apply that affix from being slotted into the tempering window.,2.5.0_69713,202,2.5.0_69713_202
2.5.0,69713,"December 11, 2025",Fixed an issue where the World Map could not be viewed while inside a Capstone dungeon.,2.5.0_69713,203,2.5.0_69713_203
2.5.0,69713,"December 11, 2025",Fixed an issue where the visual indicatorfor Fortify could be higher than the actual Fortify amount.,2.5.0_69713,204,2.5.0_69713_204
2.5.0,69713,"December 11, 2025",Fixed an issue where the quest to Masterwork an item was not completed when Masterworking an item.,2.5.0_69713,205,2.5.0_69713_205
2.5.0,69713,"December 11, 2025","Fixed an issue where abilities could be used and combat was allowed in the Heavenly Forge. (Gentlemen, you can’t fight in here this is the War Room!)",2.5.0_69713,206,2.5.0_69713_206
2.5.0,69713,"December 11, 2025","Fixed an issue where Champions didn't behave like Elites in various contexts, such as not dropping the expected kind of loot.",2.5.0_69713,207,2.5.0_69713_207
2.5.0,69713,"December 11, 2025",Fixed an issue where Undercity tributes weren't dropping as expected.,2.5.0_69713,208,2.5.0_69713_208
2.5.0,69713,"December 11, 2025",Fixed an issue where sometimes the Undercity could not be accessed when it should be.,2.5.0_69713,209,2.5.0_69713_209
2.5.0,69713,"December 11, 2025",Fixed an issue where some bosses granted more experience than intended.,2.5.0_69713,210,2.5.0_69713_210
2.5.0,69713,"December 11, 2025",Fixed an issue where Torment could not be unlocked until reaching level 60.,2.5.0_69713,211,2.5.0_69713_211
2.5.0,69713,"December 11, 2025",Various miscellaneous fixes to new features and systems introduced in this Season.,2.5.0_69713,212,2.5.0_69713_212
2.5.0,69713,"December 11, 2025","Various stability, UI, and visual improvements.",2.5.0_69713,213,2.5.0_69713_213
2.5.0,69713,"December 11, 2025",+30% Movement Speed (Inherent),2.5.0_69713,214,2.5.0_69713_214
2.5.0,69713,"December 11, 2025",+16-25% Movement speed,2.5.0_69713,215,2.5.0_69713_215
2.5.0,69713,"December 11, 2025",+155-200% Core Skill damage,2.5.0_69713,216,2.5.0_69713_216
2.5.0,69713,"December 11, 2025",+1-2 Core Skill ranks,2.5.0_69713,217,2.5.0_69713_217
2.5.0,69713,"December 11, 2025",+26.5-40% Impairment Reduction,2.5.0_69713,218,2.5.0_69713_218
2.5.0,69713,"December 11, 2025","Every 12-4 meters you move, invoke a Core Skill from your primary Spirit Hall.",2.5.0_69713,219,2.5.0_69713_219
2.5.0,69713,"December 11, 2025",Lord Zir,2.5.0_69713,220,2.5.0_69713_220
2.5.0,69713,"December 11, 2025",Damage increased from 80% to 160%.,2.5.0_69713,221,2.5.0_69713_221
2.5.0,69713,"December 11, 2025","Previous: When enemies recover from Concussive Stomp, you dodge their next 3 attacks.",2.5.0_69713,222,2.5.0_69713_222
2.5.0,69713,"December 11, 2025","Now: When enemies recover from a Concussive Stomp that you Cast, you block their next 3 attacks.",2.5.0_69713,223,2.5.0_69713_223
2.5.0,69713,"December 11, 2025",Now consumes up to 500 Vigor.,2.5.0_69713,224,2.5.0_69713_224
2.5.0,69713,"December 11, 2025",Previous: Hitting enemies with Jaguar Skills increases the Damage they take from you by 0.1-0.3% up to 10-30%.,2.5.0_69713,225,2.5.0_69713_225
2.5.0,69713,"December 11, 2025",Now: Gain 2/4/6% Jaguar Skill Attack Speed and Cooldown Reduction.,2.5.0_69713,226,2.5.0_69713_226
2.5.0,69713,"December 11, 2025","Previous: Your Maximum Vigor is increased by 50%, and killing an enemy grants you 1 - 7 Vigor. While you have Ferocity, your Poisoning effects deal their damage across 33% of the normal duration.",2.5.0_69713,227,2.5.0_69713_227
2.5.0,69713,"December 11, 2025","Now: Your Maximum Vigor is increased by 50%, and killing an enemy grants you 1 - 7 Vigor. While you have Ferocity, your new Poisoning effects last 33% longer.",2.5.0_69713,228,2.5.0_69713_228
2.5.0,69713,"December 11, 2025","Previous: A Pestilent Swarm spawns from you every 4 seconds, dealing x Poison damage per hit. Your Pestilent Swarms now orbit around you and generate 3 Vigor per hit.",2.5.0_69713,229,2.5.0_69713_229
2.5.0,69713,"December 11, 2025","Now: A Pestilent Swarm spawns from you every 4 seconds, dealing x Poison damage per hit. Your Pestilent Swarms now orbit around you and reduce an equipped Eagle Skill's cooldown by 0.25 seconds per hit.",2.5.0_69713,230,2.5.0_69713_230
2.5.0,69713,"December 11, 2025","Previous: While you have at least 4 stacks of Ferocity, you gain 1 - 7 Vigor per second. Gaining Ferocity also grants Resolve.",2.5.0_69713,231,2.5.0_69713_231
2.5.0,69713,"December 11, 2025","Now: While you have at least 4 stacks of Ferocity, you gain 5-15%[x] increased damage and Armor. Gaining Ferocity also grants Resolve.",2.5.0_69713,232,2.5.0_69713_232
2.5.0,69713,"December 11, 2025",Max Life percentage has been replaced with additive Max Life.,2.5.0_69713,233,2.5.0_69713_233
2.5.0,69713,"December 11, 2025",Critical Strike Chance replaced with Resolve generation rate.,2.5.0_69713,234,2.5.0_69713_234
2.5.0,69713,"December 11, 2025",Can now only consume up to 500 Vigor.,2.5.0_69713,235,2.5.0_69713_235
2.5.0,69713,"December 11, 2025",Damage Reduction affix replaced with Dexterity affix.,2.5.0_69713,236,2.5.0_69713_236
2.5.0,69713,"December 11, 2025",Damage Reduction affix replaced with Dexterity affix.,2.5.0_69713,237,2.5.0_69713_237
2.5.0,69713,"December 11, 2025",Damage Reduction from Poisoned Enemies affix replaced with Armor affix.,2.5.0_69713,238,2.5.0_69713_238
2.5.0,69713,"December 11, 2025",Armor percentage affix replaced with All Resistance affix.,2.5.0_69713,239,2.5.0_69713_239
2.5.0,69713,"December 11, 2025",Damage Reduction while Injured affix replaced with Dexterity affix.,2.5.0_69713,240,2.5.0_69713_240
2.5.0,69713,"December 11, 2025",Damage Reduction while Standing Still affix replaced with Armor affix.,2.5.0_69713,241,2.5.0_69713_241
2.5.0,69713,"December 11, 2025",All main Spirit Hall potency affixes changed to main Spirit Hall Damage.,2.5.0_69713,242,2.5.0_69713_242
2.5.0,69713,"December 11, 2025",Updated the tooltips to display the damage that scales with the above affix in blue.,2.5.0_69713,243,2.5.0_69713_243
2.5.0,69713,"December 11, 2025","Previous: Every 15th time you deal direct damage to an enemy with a Jaguar Skill, unleash additional slashes dealing 20% of the damage you have dealt to them in the last 0.5 seconds. All Skills are now also Jaguar Skills.",2.5.0_69713,244,2.5.0_69713_244
2.5.0,69713,"December 11, 2025","Now: Every 15th time you deal direct damage with a Jaguar Skill, unleash a Beast Strike for (100% Weapon damage), increasing all damage you deal by 3% and doubling Beast Strike's damage, stacking 5 times. You lose all stacks when you stop attacking for 1 second.",2.5.0_69713,245,2.5.0_69713_245
2.5.0,69713,"December 11, 2025",Now scales damage rather than Vulnerable duration.,2.5.0_69713,246,2.5.0_69713_246
2.5.0,69713,"December 11, 2025",Now only scales Thorns damage.,2.5.0_69713,247,2.5.0_69713_247
2.5.0,69713,"December 11, 2025",Barrier per hit reduced from 5% to 2.5%.,2.5.0_69713,248,2.5.0_69713_248
2.5.0,69713,"December 11, 2025",No longer has a cap of 30% Barrier.,2.5.0_69713,249,2.5.0_69713_249
2.5.0,69713,"December 11, 2025",Updated the tooltip to clarify that Gorilla skills do not need to be Cast to gain the effect.,2.5.0_69713,250,2.5.0_69713_250
2.5.0,69713,"December 11, 2025",Now scales damage rather than Slow and Damage reduction.,2.5.0_69713,251,2.5.0_69713_251
2.5.0,69713,"December 11, 2025",Damage Reduction per stack increased from 2% to 4%.,2.5.0_69713,252,2.5.0_69713_252
2.5.0,69713,"December 11, 2025",Increased the debuff duration from 6 to 8 seconds.,2.5.0_69713,253,2.5.0_69713_253
2.5.0,69713,"December 11, 2025",Increased the total poison amount from 70% to 160%.,2.5.0_69713,254,2.5.0_69713_254
2.5.0,69713,"December 11, 2025",Fixed the tooltip to clarify it invokes a free Concussive stomp rather than Casting.,2.5.0_69713,255,2.5.0_69713_255
2.5.0,69713,"December 11, 2025",Vigor Restoration changed from 15% to 15 Vigor.,2.5.0_69713,256,2.5.0_69713_256
2.5.0,69713,"December 11, 2025",Mystic Circle Potency moved from Jaguar Finesse (Offensive) to Plains Augments (Weapon).,2.5.0_69713,257,2.5.0_69713_257
2.5.0,69713,"December 11, 2025",Fortify reduced from 5% to .2% of Maximum Life.,2.5.0_69713,258,2.5.0_69713_258
2.5.0,69713,"December 11, 2025",Required attacks increased from 3 to 20.,2.5.0_69713,259,2.5.0_69713_259
2.5.0,69713,"December 11, 2025",Healing increased from 5% to 8% of Maximum Life.,2.5.0_69713,260,2.5.0_69713_260
2.5.0,69713,"December 11, 2025",Seeker perk changed from restoring 50% Maximum Resource to 50 primary resource gained.,2.5.0_69713,261,2.5.0_69713_261
2.5.0,69713,"December 11, 2025",Healing reduced from 2% to 1% of Maximum Health.,2.5.0_69713,262,2.5.0_69713_262
2.5.0,69713,"December 11, 2025",Ember's Gift resource gain changed from 33% of max per second to 33 resource per second.,2.5.0_69713,263,2.5.0_69713_263
2.5.0,69713,"December 11, 2025",Significantly increased Tribute of Pride's legendary item rewards.,2.5.0_69713,264,2.5.0_69713_264
2.5.0,69713,"December 11, 2025",Significantly increased Tribute of Mystique's magic rune rewards.,2.5.0_69713,265,2.5.0_69713_265
2.5.0,69713,"December 11, 2025",Increased the quality from Magic to Rare and reduced the drop chance of Tribute of Pride.,2.5.0_69713,266,2.5.0_69713_266
2.5.0,69713,"December 11, 2025",Increased the quality from Magic to Rare and reduced the drop chance of Tribute of Mystique.,2.5.0_69713,267,2.5.0_69713_267
2.5.0,69713,"December 11, 2025",Significantly increased the potency of Tribute of Growth's experience rewards before Level 60.,2.5.0_69713,268,2.5.0_69713_268
2.5.0,69713,"December 11, 2025",Significantly increased Tribute of Refinement's Obducite rewards.,2.5.0_69713,269,2.5.0_69713_269
2.5.0,69713,"December 11, 2025",Significantly increased Tribute of Radiance's ancestral legendary rewards.,2.5.0_69713,270,2.5.0_69713_270
2.5.0,69713,"December 11, 2025",Buffed item rewards from any Undercity run in Torment difficulty.,2.5.0_69713,271,2.5.0_69713_271
