version,build,date,bullet_text,BUFF,NERF,BUG_FIX,NEW_CONTENT,QOL,GAMEPLAY,OTHER,label_count
2.5.0,69713,"December 11, 2025",Timer for Overpower reduced from 15 to 10 seconds.,0,1,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Aspect of Shielding Storm,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Barrier reduced from 1-8% to 1-3% of Maximum Health.,0,1,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025","Sanguivor, Blade of Zir",0,0,0,0,1,0,0,1
2.5.0,69713,"December 11, 2025","Consuming a Corpse now contributes 3 souls to Vampiric Curse, up from 1.",1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Damage bonus increased from 15-25% to 20-30% per soul.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Damage increased from 40-80% to 60-120% of weapon damage.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Blood Lance Damage increased from 10-40% to 30-60%.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Ring of Mendeln,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Damage increased from 520-900% to 650-1100% of weapon damage.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025","Bone Golem's combo attack of two swings now counts as a single attack for the purposes of Ring of Mendeln, rather than two separate attacks.",0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Resource Generation with Two-Handed Weapons.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Resource Generation while Wielding a Shield.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Damage scaling per 10 points of Dexterity increased from 1.1% to 1.25%.,1,0,0,0,0,1,0,2
2.5.0,69713,"December 11, 2025",Healing reduced from 10% to 6%.,0,1,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Healing per Rank reduced from 1% to .5% of Maximum Health.,0,1,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Damage increased from 10-30% to 20-40%.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Damage increased from 100-120% to 100-140%.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Reverted Energy cap from PTR.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Chance to deal triple damage to Knocked Down enemies increased from 50-75% to 50-100%.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Bonus damage increased from 35-55% to 50-70%.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Deathmask of Nirmitruq,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Bonus damage increased from 70-100% to 70-130%.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Ranks to Stutter Step,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",No longer available.,0,1,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025","We heard the feedback from PTR loud and clear, and decided to revisit the suite of Teleport changes for the start of the season. We decided to keep the overall changes to Teleport Enchantment, but we wanted to give more of the cooldown reduction power lost there and put it back into itemization. You should have a clearer choice to invest using item slots or tempering to get a fully reset cooldown Teleport, while also maintaining a middle-ground level of investment that gives you a low cooldown option.",0,0,0,0,1,0,0,1
2.5.0,69713,"December 11, 2025",Adjusted the description to specify that it invokes Teleport and doesn't Cast it.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Previous (PTR): Teleport Dazes enemies at its end point for 1.5 seconds.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Now: You gain 25%[+] All Resistance for 3 seconds after Teleporting.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Previous: Casting a Skill grants 3%[+] All Resistance and 2%[+] Maximum Resistance to that Skill's Element for 9 seconds.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Now: Casting a Skill grants 3%[+] All Resistance and 5%[+] Resistance to that Skill's Element for 9 seconds.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Maximum Barrier reduced from 30% to 20% of Maximum Health.,0,1,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Barrier per Rank reduced from 10% to 5% of Maximum Health.,0,1,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Healing reduced from 1% per Rank to .2% of Maximum Health.,0,1,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Healing from Bosses reduced from 4% to 2% of Maximum Health.,0,1,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Aspect of Mind's Awakening,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Barrier reduced from 3-6% to 1.5-3% of Maximum Health.,0,1,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Reverted Mana cap from Season of Infernal Chaos.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Aspect of the Bounding Conduit,0,0,0,0,1,0,0,1
2.5.0,69713,"December 11, 2025",Teleport's Cooldown reduction increased from 1-2.5 to 3-4.5 seconds.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Aspect of Biting Cold,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Previous: When you Freeze an enemy there is a [25-45%] chance they become Vulnerable for 3 seconds.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",New: Frost Skills deal 20-30%x increased damage and have a 40% chance to apply Vulnerable for 4 seconds.,1,0,0,1,0,0,0,2
2.5.0,69713,"December 11, 2025","Previous (PTR): Casting Teleport grants a stack of Galvanization, increasing its damage by 30-50% for 8 seconds. Becoming Injured Teleports you to a random location.",1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Now: Each enemy hit by Teleport increases the damage by 5-15%|x| and reduces the Cooldown by 0.5 seconds of the next cast. Becoming Injured will Teleport you to a random location.,1,1,0,0,0,0,0,2
2.5.0,69713,"December 11, 2025",Raiment of the Infinite,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025","Previous (PTR): After Casting Teleport, Close enemies are Pulled Inwards and it has a 10-30% chance to reset from each enemy it kills.",0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Now: Teleport pulls Close enemies to you and grants 10-30% Damage Reduction.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Ranks to Elemental Attunement replaced with All Resistance.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Ranks to Shocking Impact replaced with 30-40% Teleport CDR.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Ranks to Conduction,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Frost Critical Strike Chance,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Reverted Vigor cap from PTR.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Poised Rushing Claw,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Now reduces the time to recharge charges by 5 seconds.,0,1,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Previous: Gain Life On Kill equal to 5% of your Maximum Life while you have at least 4 stacks of Ferocity.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Now: Gain 1-181 (depending on level) Life On Hit while you have at least 4 stacks of Ferocity.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Previous (PTR): Gain 2/4/6% Jaguar Attack Speed and Cooldown Reduction.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Now: Jaguar Skills deal 6/12/18%[x] increased direct damage to up to 3 of the Closest enemies to you.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Aspect of Forest Power,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Barrier reduced from 25% to 15% of Maximum Health.,0,1,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Rod of Kepeleke,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Reverted Vigor cap from PTR.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Dodge chance changed to Dexterity.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025","Maximum quality is now 25, up from 20.",1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025","Quality increase per Masterwork is now 2-5, up from 1-3.",1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Quality upgrades now increase all affix values by 1% per quality value.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025","Fully Masterworking an item now gives a 50% upgrade to a random affix, which can be a Tempering Affix.",0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",The boosted affix will be colored differently to highlight it.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025","Masterworking cost has been adjusted, and scales exponentially with Item Quality.",0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Item Quality 0: 10 Obducite,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Item Quality 5: 25 Obducite,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Item Quality 15: 66 Obducite,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Item Quality 25: 100 Obducite,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",There is now a chance a tempered affix gets applied as a Greater Affix.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Resource gain Tempering affixes have been added for Helms and Rings.,1,0,0,1,0,0,0,2
2.5.0,69713,"December 11, 2025",Resource per second Tempering affix added for Pants.,0,0,0,1,0,0,0,1
2.5.0,69713,"December 11, 2025","Adjusted Tempering Recipes to remove affixes from Class-specific Manuals that were extraneous due to existing in Generic Manuals, or unused.",0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Some class wide affixes have been adjusted,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Movement Speed changed from 16-25% to 15-25%.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Movement Speed After Killing an Elite increased from 20-22.5% to 25-45%.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Maximum Life increased from 84-141 to 349-450.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Thorns increased from 45-70 to 211-281.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Casting Ultimate Skills Restores Primary Resource.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025","When comparing items, the Armor or resistance difference between items will now display as percentage of Toughness difference instead of just displaying the flat Armor difference.",0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Toughness is now displayed in the Character Stats window.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",The Toughness tooltip now breaks down Damage Resistance per damage type.,0,0,0,0,1,0,0,1
2.5.0,69713,"December 11, 2025",Torment difficulties now display a recommended Toughness amount when selecting difficulty.,0,0,0,0,0,1,0,1
2.5.0,69713,"December 11, 2025",Fortify and Barrier Generation are now a part of the general defensive pool of affixes that can appear on items.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025","Monsters in the open world no longer scale 1:1 with your level, it is now offset so the player scales better than monsters.",0,1,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Monsters damage has been reduced at low levels.,0,1,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Monster power has been tuned down slightly in early Torment tiers.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Base Health for boss monsters has been increased.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",The chance for items with multiple Greater Affixes to drop has been increased in Torment tiers.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",More items now drop from levels 1-15.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025","When in a Capstone dungeon, the closest affiliated difficulty is now displayed.",0,0,0,0,0,1,0,1
2.5.0,69713,"December 11, 2025","Cooldown Reduction can now naturally appear on rings, gloves, and shields.",0,0,0,0,1,0,0,1
2.5.0,69713,"December 11, 2025",Various tuning to Capstone Dungeon encounters.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Various monster and monster pack spawning adjustments.,0,0,0,0,0,1,0,1
2.5.0,69713,"December 11, 2025",Various other minor updates and tweaks to Sanctification and Seasonal Activities.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Fixed an issue where Duriel maggots spawned in Helltide spawned experience motes at inappropriate times.,0,0,1,0,0,1,0,2
2.5.0,69713,"December 11, 2025",Fixed an issue where the Luminary in Unseen Awakening didn't respawn after the player died.,0,0,1,0,0,1,0,2
2.5.0,69713,"December 11, 2025",Fixed an issue where Sweltering Heat in the Torrid Menagerie could cause the player to damage themself.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where the Leave Dungeon action didn't take the player out of the Dungeon when in the Torrid Menagerie.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where the Sins of the Many Capstone dungeon could not be exited without logging out.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025","Fixed an issue where if you defeated Belial when he appeared after defeating Varshan, he wouldn't drop items as expected.",0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where the unavoidable blood orb explosions in the second phase of the Echo of Lilith fight dealt more damage than intended.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where monsters could stop spawning unexpectedly in Kor Dragan Stronghold.,0,0,1,0,0,1,0,2
2.5.0,69713,"December 11, 2025",Fixed an issue where the last enemy could fail to spawn to complete the Enroaching Thickets objective in the Raethwind Wilds.,0,0,1,0,0,1,0,2
2.5.0,69713,"December 11, 2025",Fixed an issue where having the objective to defeat the Blood Maiden was impossible to complete due to Duriel replacing the Blood Maiden in Helltide.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where some bosses could fail to spawn if the player was in stealth when the boss was supposed to spawn.,0,0,1,0,0,1,0,2
2.5.0,69713,"December 11, 2025",Fixed an issue where monsters with the Illusory affix could spawn monsters with the Life-Link affix that could then be killed instantly.,0,0,1,0,0,1,0,2
2.5.0,69713,"December 11, 2025",Fixed an issue in multiple dungeons where only one instance of animus needed to be collected before the dungeon could be progressed.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where progression through Escalating Nightmare Dungeons could be blocked by teleport effects.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where some monsters could deal more damage than expected.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where some Nightmare Dungeon Affixes could remain active outside of the dungeon.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Skills and Equipment,0,0,0,0,1,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where the cost for enchanting an item at the Occultist was not consistent for all two-handed weapons.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where the material cost for Masterworking was displayed inaccurately.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where the Damage Per Second value was inconsistently displayed between the Masterworking tab and the weapon itself.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where Items salvaged for far more materials than intended.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where Soulbrand Unique did not give the correct amount of Barrier.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where the Feo rune would reset its cooldown when swapping weapons.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where Attack Speed could appear as an affix on a Two-Handed weapon through enchantment.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed multiple instances of Paragon node bonus effects not being properly being granted.,1,0,1,0,0,0,0,2
2.5.0,69713,"December 11, 2025",Fixed multiple instances where items had the incorrect values of elemental resistances.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where Heavenly Sigils could fail to be consumed when Sanctifying an item.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where Strategic Rallying Cry did not show the accurate amount of Life gained.,1,0,1,0,0,0,0,2
2.5.0,69713,"December 11, 2025",Fixed an issue where Ugly Bastard Helm did not have the appropriate amount of Fire Resistance.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where the Brash Node no longer granted resistances as a bonus.,1,1,1,0,0,0,0,3
2.5.0,69713,"December 11, 2025",Fixed an issue where the Yul rune was not triggered by Ground Stomp if Chainscourged Mail was equipped.,0,0,1,0,1,0,0,2
2.5.0,69713,"December 11, 2025",Fixed an issue where Ramaladni's Magnum Opus was active even when the active skill wasn't using the weapon.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an amount where the Fury cost for Kick was incorrect.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where Preserving Earthen Bulwark was granting the incorrect amount of Fortify.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where Ancestral Fortitude didn't increase non-physical resistance.,1,0,1,0,0,0,0,2
2.5.0,69713,"December 11, 2025",Fixed an issue where the Movement Speed buff from Khamsin Steppewalkers could be permanently granted when casting two defensive skills in a row.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where the description for the buff from Khamsin Steppewalkers displayed the wrong values.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where the description for Grizzly Rage didn't properly display the damage increase for adding additional skill points.,1,0,1,0,0,0,0,2
2.5.0,69713,"December 11, 2025",Fixed an issue where Golems were not properly smaller while in town while using Gravebloom.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where Rapid Ossification passive was not granting cooldown reduction for more than 100 Essence at a time.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where Sacrificing Defenders did not provide the bonus Elemental resistances as intended.,1,0,1,0,0,0,0,2
2.5.0,69713,"December 11, 2025",Fixed an issue where Paranormal Sever would occasionally fail to apply Vulnerable and Fear.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where the tempering affix for Dance of Knives to deal Double damage could stack to deal incredibly high values.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where the Teleport Enchantment tooltip was showing the wrong cooldown.,0,0,1,0,1,0,0,2
2.5.0,69713,"December 11, 2025",Fixed an issue where the Oculus could randomly teleport the player while they are healing.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where the Antivenom Passive was not functioning.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where the Jaguar Main Hall would not benefit from Aspect of Unyielding Hits.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where Ravager would dash to targets uncontrollably when non-Casted core skills were invoked.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025","Fixed an issue where the Eagle Primary Spirit Hall's damage was being increased far more than intended by bonuses to Spirit Hall Potency, such as from Wushe Nak Pa.",1,0,1,0,0,0,0,2
2.5.0,69713,"December 11, 2025","Fixed an issue where Mystic Circle would be empowered by skills that were not cast, such as from Path of the Emissary.",0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where The Protector did not smash immediately upon landing.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where Tempering an item would prevent selecting other items that could also apply that affix from being slotted into the tempering window.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where the World Map could not be viewed while inside a Capstone dungeon.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where the visual indicatorfor Fortify could be higher than the actual Fortify amount.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where the quest to Masterwork an item was not completed when Masterworking an item.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025","Fixed an issue where abilities could be used and combat was allowed in the Heavenly Forge. (Gentlemen, you can’t fight in here this is the War Room!)",0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025","Fixed an issue where Champions didn't behave like Elites in various contexts, such as not dropping the expected kind of loot.",0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where Undercity tributes weren't dropping as expected.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where sometimes the Undercity could not be accessed when it should be.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where some bosses granted more experience than intended.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where Torment could not be unlocked until reaching level 60.,0,0,1,1,0,0,0,2
2.5.0,69713,"December 11, 2025",Various miscellaneous fixes to new features and systems introduced in this Season.,0,0,0,1,0,1,0,2
2.5.0,69713,"December 11, 2025","Various stability, UI, and visual improvements.",1,0,0,0,1,0,0,2
2.5.0,69713,"December 11, 2025",Vessel of Hatred,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Path of the Emissary: Unique Boots,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",+30% Movement Speed (Inherent),0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",+16-25% Movement speed,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",+155-200% Core Skill damage,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",+1-2 Core Skill ranks,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",+26.5-40% Impairment Reduction,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025","Every 12-4 meters you move, invoke a Core Skill from your primary Spirit Hall.",0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Associated Lair Boss:,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Damage increased from 80% to 160%.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Adaptable Concussive Stomp,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025","Previous: When enemies recover from Concussive Stomp, you dodge their next 3 attacks.",0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025","Now: When enemies recover from a Concussive Stomp that you Cast, you block their next 3 attacks.",0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Now consumes up to 500 Vigor.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Previous: Hitting enemies with Jaguar Skills increases the Damage they take from you by 0.1-0.3% up to 10-30%.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Now: Gain 2/4/6% Jaguar Skill Attack Speed and Cooldown Reduction.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Ring of the Midday Hunt,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025","Previous: Your Maximum Vigor is increased by 50%, and killing an enemy grants you 1 - 7 Vigor. While you have Ferocity, your Poisoning effects deal their damage across 33% of the normal duration.",1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025","Now: Your Maximum Vigor is increased by 50%, and killing an enemy grants you 1 - 7 Vigor. While you have Ferocity, your new Poisoning effects last 33% longer.",1,0,0,1,0,0,0,2
2.5.0,69713,"December 11, 2025",Ring of Writhing Moon,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025","Previous: A Pestilent Swarm spawns from you every 4 seconds, dealing x Poison damage per hit. Your Pestilent Swarms now orbit around you and generate 3 Vigor per hit.",0,0,0,0,0,1,0,1
2.5.0,69713,"December 11, 2025","Now: A Pestilent Swarm spawns from you every 4 seconds, dealing x Poison damage per hit. Your Pestilent Swarms now orbit around you and reduce an equipped Eagle Skill's cooldown by 0.25 seconds per hit.",0,1,0,0,1,1,0,3
2.5.0,69713,"December 11, 2025","Previous: While you have at least 4 stacks of Ferocity, you gain 1 - 7 Vigor per second. Gaining Ferocity also grants Resolve.",1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025","Now: While you have at least 4 stacks of Ferocity, you gain 5-15%[x] increased damage and Armor. Gaining Ferocity also grants Resolve.",1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Band of First Breath,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Max Life percentage has been replaced with additive Max Life.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Critical Strike Chance replaced with Resolve generation rate.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Rod of Kepeleke,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Can now only consume up to 500 Vigor.,0,1,0,0,1,0,0,2
2.5.0,69713,"December 11, 2025",Harmony of Ebewaka,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Damage Reduction affix replaced with Dexterity affix.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Damage Reduction affix replaced with Dexterity affix.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Damage Reduction from Poisoned Enemies affix replaced with Armor affix.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Armor percentage affix replaced with All Resistance affix.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Damage Reduction while Injured affix replaced with Dexterity affix.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Protection of the Prime,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Damage Reduction while Standing Still affix replaced with Armor affix.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",All main Spirit Hall potency affixes changed to main Spirit Hall Damage.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Updated the tooltips to display the damage that scales with the above affix in blue.,0,0,0,0,1,0,0,1
2.5.0,69713,"December 11, 2025","Previous: Every 15th time you deal direct damage to an enemy with a Jaguar Skill, unleash additional slashes dealing 20% of the damage you have dealt to them in the last 0.5 seconds. All Skills are now also Jaguar Skills.",0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025","Now: Every 15th time you deal direct damage with a Jaguar Skill, unleash a Beast Strike for (100% Weapon damage), increasing all damage you deal by 3% and doubling Beast Strike's damage, stacking 5 times. You lose all stacks when you stop attacking for 1 second.",1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Now scales damage rather than Vulnerable duration.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Now only scales Thorns damage.,0,1,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Barrier per hit reduced from 5% to 2.5%.,0,1,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",No longer has a cap of 30% Barrier.,0,1,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Updated the tooltip to clarify that Gorilla skills do not need to be Cast to gain the effect.,1,0,0,0,1,0,0,2
2.5.0,69713,"December 11, 2025",Now scales damage rather than Slow and Damage reduction.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Damage Reduction per stack increased from 2% to 4%.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Increased the debuff duration from 6 to 8 seconds.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Increased the total poison amount from 70% to 160%.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed the tooltip to clarify it invokes a free Concussive stomp rather than Casting.,0,0,1,0,1,0,0,2
2.5.0,69713,"December 11, 2025",Sapping Legendary Node,0,0,0,0,0,0,1,0
