version,build,date,bullet_text,BUFF,NERF,BUG_FIX,NEW_CONTENT,QOL,GAMEPLAY,OTHER,label_count,IS_HEADER,LABEL_V5,LABEL_V6,LABEL_V7
2.5.0,69713,"December 11, 2025",Damage Reduction increased from 4% to 6%.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Duration increased from 4 to 8 seconds.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Dance of Knives damage increased by 30% per Combo Point spent.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Now restores 100 current Energy in your resource meter instead of fully restoring Energy when the effect is activated.,0,0,0,0,0,0,1,0,False,OTHER,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Now restores 100 energy instead of full restoring.,0,0,0,0,0,0,1,0,False,OTHER,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Now: You deal 50%[x] increased Critical Strike Damage and Damage Over Time to enemies affected by your Trap Skills.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Damage increased from 35% to 90%.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Now restores 20 mana per enemy instead of 10% per enemy.,0,0,0,0,0,0,1,0,False,OTHER,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Now restores 200 mana instead of fully restoring mana when hitting a boss.,0,0,0,0,0,0,1,0,False,OTHER,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Now: Gain 100-600 increased Armor and Heal 5% Maximum Life a second while you have no Defensive Skills on your Action Bar.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Now: Gain 20-80% Movement Speed. This bonus is removed for 10 seconds after you Cast any Defensive Skill.,1,0,0,0,0,0,0,1,False,NERF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Free-casted Defensive Skills will no longer remove this Movement Speed bonus.,1,1,0,0,0,0,0,2,False,NERF,BUFF,BUFF
2.5.0,69713,"December 11, 2025","Now has 21 ranks, up from 16.",1,0,0,0,0,0,0,1,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025","Now has 21 ranks, up from 16.",1,0,0,0,0,0,0,1,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025",Each enemy hit by Teleport increases the damage by 5-15%|x| and reduces the Cooldown by 0.5 seconds of the next cast.,1,1,0,0,0,0,0,2,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025",Damage Reduction per Crackling Energy charge affix replaced with Cooldown Reduction affix.,0,0,0,0,0,0,1,0,False,OTHER,NERF,BUFF
2.5.0,69713,"December 11, 2025",Inherent Cold Resistance affix increased to 300.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Now: Evade becomes a Teleport with a 5 second Cooldown that cannot be reduced.,0,1,0,0,0,0,0,1,False,NERF,NERF,BUFF
2.5.0,69713,"December 11, 2025","The Undercity Afflicted Monsters now use the new rarity system, resulting in fewer places to get additional time, presenting more of a challenge.",0,1,0,1,0,1,0,3,False,OTHER,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Magic Items will more frequently have a bonus affix.,1,0,0,0,0,0,0,1,False,OTHER,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Legendary Items have an additional Affix for a total of 4.,0,0,0,0,0,0,1,0,False,OTHER,BUFF,BUFF
2.5.0,69713,"December 11, 2025","Each time the player Masterworks an item, the refinement value of the item is increased by a random tunable amount (1-3%), up to a Max Refinement Threshold (20%).",1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",The base properties of an item are scaled by Refinement at a 1:1 bonus.,1,0,0,0,0,0,0,1,False,OTHER,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Increased healing effectiveness of both.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Increased healing effectiveness of both.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Increased healing % amount.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Improved loot quality and loot quality scaling as the player climbs Torments and reaches higher tiers within Horadric Strongrooms.,1,0,0,0,0,1,0,2,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Increased the chance for a Nightmare Escalation Sigil to drop from a Horadric Strongroom.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Duration has been doubled.,1,0,0,0,0,0,0,1,False,OTHER,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Damage has been doubled.,1,0,0,0,0,0,0,1,False,OTHER,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Poison duration significantly increased.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Amount of Totems spawned has been doubled.,1,0,0,0,0,1,0,2,False,OTHER,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Damage significantly increased.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Maximum Capacity of Murmuring Obols has been increased by 500.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Increased from 30 armor to 250 armor.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Increased from 50 armor to 500 armor.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Aether rewards for Chaos Rifts and Chaos Waves in Infernal Hordes have been increased.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
