version,build,date,bullet_text,BUFF,NERF,BUG_FIX,NEW_CONTENT,QOL,GAMEPLAY,OTHER,label_count,IS_HEADER,LABEL_V5,LABEL_V6,LABEL_V7
2.5.0,69713,"December 11, 2025",Fixed an issue where Subo's Bargaining Chips passive did not properly increase Overpower damage.,1,0,1,0,0,0,0,2,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where Subo's Ambusher Passive did not properly grant bonus Lucky Hit Chance.,1,0,1,0,0,0,0,2,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where Subo's Loaded Munitions did not consistently apply Vulnerable.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where instances of Raze the Effigies and Cull the Wicked events couldn’t be completed in some Nahantu areas.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where Ehecatl would disappear upon casting a Lightning Totem during the Bonded Destiny Quest.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where Undercity portals could fail to open when using certain Tribute and Bargain combinations.,1,0,1,0,0,0,0,2,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where the Screen Reader did not read the interact buttons during conversations with NPCs when playing on controller.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where the Screen Reader did not read controller buttons for Upgrading and Reallocating Blessings.,0,1,1,0,0,0,0,2,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where Barbarian's Rumble Glyph did not accurately track the number of active Earthquakes.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where there was no UI indicator for the buff duration for Wrath of the Berserker.,0,0,1,0,1,0,0,2,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where the third attack for Iron Maelstrom could occur twice.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where Ring of Red Furor would occasionally track resources spent inconsistently.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where the Damage Bonus from Supernatural Blood Surge applied twice to the explosion from Blood-Bathed Aspect.,1,0,1,0,0,0,0,2,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where Essence Per Enemy Drained by Blood Surge affix was not properly granting Essence.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where Rogue's Cunning Stratagem Paragon Node would not increase the damage of non-Core Skills that used Combo Points.,1,0,1,0,0,0,0,2,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where Aspect of Quickening Fog did not properly grant both bonuses from Aspect of Synergy.,1,0,1,0,1,0,0,3,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue with Infiltrator's Aspect where Poison Traps placed before entering Stealth would not properly detonate when exiting Stealth.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where Ambush did not increase damage when Stun Grenades deal damage with Explosive Verve Aspect equipped.,1,0,1,0,1,0,0,3,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where Shadow Clone was not properly benefiting from the increased Penetrating Shot damage from Eaglehorn.,1,0,1,0,0,0,0,2,False,BUFF,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where Lightning Familiar would not properly trigger the Charged effect from Vyr's Mastery.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where Barbarian Earthquakes could spawn Chaos Portals in Infernal Hordes.,0,0,1,0,0,1,0,2,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where Belial's transition between phases could be delayed if recovering from Stagger during transition.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where Skeletal Mages could fail to upgrade to Arch-Mages when using the Hand of Naz.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where hostages during a Hostage event started at half health.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where activating a Nightmare Dungeon sigil with the Horadric Strongroom affix would also apply that affix to other dungeons.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where killing the Cannibal Champion too quickly in the Temple of Rot could block Stronghold progression.,0,0,1,0,1,0,0,2,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where the fire in the Chapel in Nostrava could cause the player to deal on-hit damage to themselves.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where some Execute effects could occasionally affect Immune enemies.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where Ravenous Soulspires and Hellspires could sometimes last indefinitely.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where Barrier granted by Temerity could be drained by health regeneration from a life per second affix.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where quest progression could be blocked for Inside the Black Tomb if the player's character was killed by Locran's Fire.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025","Fixed an issue where the associated item for the Raising Spears quest didn't spawn, which would block quest progression.",0,0,1,0,0,1,0,2,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where the Portal when using Leave Dungeon sometimes didn't properly appear.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where the Stockades Dungeon's gate was inoperable in the Eternal Realm.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where newly dropped items could despawn when there was a lot of loot on the ground.,0,0,1,1,0,1,0,3,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where players on PlayStation™ could not use Trade Chat.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where some console and Steam achievements for Vessel of Hatred wouldn't unlock properly if the requirements were met before buying the Expansion on console.,0,0,1,0,1,0,0,2,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where the Devoted Protector Steam Achievement wouldn't be unlocked when reaching Paragon 300.,0,0,1,1,0,0,0,2,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where some previously unlocked titles became unavailable.,0,0,1,1,0,0,0,2,False,BUGFIX,BUGFIX,BUGFIX
