bullet_id,version,date,bullet_text,auto_label,label_reason
2.5.0_69713_457,2.5.0,"December 11, 2025","Now: Hemorrhage grants 1% of your Maximum Life as Fortify, and has a 3% chance to Fortify you for 100% of your Maximum Life.",Buff,player_increase
2.5.0_69713_460,2.5.0,"December 11, 2025","Now has 21 ranks, up from 16.",Buff,player_increase
2.5.0_69713_461,2.5.0,"December 11, 2025","Now has 21 ranks, up from 16.",Buff,player_increase
2.5.0_69713_468,2.5.0,"December 11, 2025",Now: Bone Spear deals 20-40% additional damage and is a Blood Skill. Casting Bone Spear will launch another Bone Spear if it can consume a nearby Corpse and 5% of your Maximum Life.,Buff,player_increase
2.5.0_69713_479,2.5.0,"December 11, 2025",Damage Reduction increased from 4% to 6%.,Buff,player_increase
2.5.0_69713_480,2.5.0,"December 11, 2025",Duration increased from 4 to 8 seconds.,Buff,player_increase
2.5.0_69713_484,2.5.0,"December 11, 2025",Dance of Knives damage increased by 30% per Combo Point spent.,Buff,player_increase
2.5.0_69713_485,2.5.0,"December 11, 2025",Now restores 100 current Energy in your resource meter instead of fully restoring Energy when the effect is activated. Now restores 100 energy instead of full restoring.,Buff,player_increase
2.5.0_69713_486,2.5.0,"December 11, 2025",Now can only consume up to 500 Energy.,Buff,player_increase
2.5.0_69713_492,2.5.0,"December 11, 2025",Damage increased from 35% to 90%.,Buff,player_increase
2.5.0_69713_494,2.5.0,"December 11, 2025",Now: Teleport generates 3 Charges of Crackling Energy.,Buff,player_increase
2.5.0_69713_495,2.5.0,"December 11, 2025","Previous: After Teleporting, you gain 30% Damage Reduction for 4 seconds.",Buff,player_increase
2.5.0_69713_502,2.5.0,"December 11, 2025","Previous: Gain a stacking bonus for each active Summon, up to 10 stacks: 2/4/6% Summon Damage, 2/4/6% Movement Speed, 4/8/12% Mana Regeneration.",Buff,player_increase
2.5.0_69713_503,2.5.0,"December 11, 2025",Now: Gain 6/12/18% Summon Damage.,Buff,player_increase
2.5.0_69713_506,2.5.0,"December 11, 2025",Previous: Deal 30-50% increased damage while you have no Defensive Skills on your Action Bar.,Buff,player_increase
2.5.0_69713_507,2.5.0,"December 11, 2025",Now: Gain 100-600 increased Armor and Heal 5% Maximum Life a second while you have no Defensive Skills on your Action Bar.,Buff,player_increase
2.5.0_69713_508,2.5.0,"December 11, 2025",Previous: Gain 5-20% Movement Speed. This bonus is tripled if you haven't used a Defensive Skill in the last 8 seconds.,Buff,player_increase
2.5.0_69713_509,2.5.0,"December 11, 2025",Now: Gain 20-80% Movement Speed. This bonus is removed for 10 seconds after you Cast any Defensive Skill.,Buff,player_increase
2.5.0_69713_510,2.5.0,"December 11, 2025",Previous: Casting Ice Armor makes you Unstoppable and grants 25% Damage Reduction for 3.5-5.5 seconds.,Buff,player_increase
2.5.0_69713_511,2.5.0,"December 11, 2025",Now: Ice Armor makes you Unstoppable and grants 200-400 Armor.,Buff,player_increase
2.5.0_69713_512,2.5.0,"December 11, 2025","Previous: Gain the Flame Shield Enchantment for free. When Flame Shield activates, Meteorites fall around you dealing Fire damage.",Buff,player_increase
2.5.0_69713_513,2.5.0,"December 11, 2025","Now: While Flame Shield is active, Meteorites cascade around you and deal Fire damage. Your Meteorites gain 2% Lucky Hit Chance.",Buff,player_increase
2.5.0_69713_514,2.5.0,"December 11, 2025","Now has 21 ranks, up from 16.",Buff,player_increase
2.5.0_69713_515,2.5.0,"December 11, 2025","Now has 21 ranks, up from 16.",Buff,player_increase
2.5.0_69713_516,2.5.0,"December 11, 2025",Previous: Attacks reduce Evade's Cooldown by 1 second. Gain 1 Evade Charge.,Buff,player_increase
2.5.0_69713_517,2.5.0,"December 11, 2025",Now: 55% Teleport Nova Size.,Buff,player_increase
2.5.0_69713_518,2.5.0,"December 11, 2025",Previous: Gain the effect of the Teleport Enchantment for free. When you Evade using Teleport Enchantment you are taken to a random location.,Buff,player_increase
2.5.0_69713_530,2.5.0,"December 11, 2025",Inherent Cold Resistance affix increased to 300.,Buff,player_increase
2.5.0_69713_532,2.5.0,"December 11, 2025",Now: Healing Potions apply Ice Armor and have a 25% chance to refund themselves.,Buff,player_increase
2.5.0_69713_536,2.5.0,"December 11, 2025",Now: Evade becomes a Teleport with a 5 second Cooldown that cannot be reduced.,Buff,player_increase
2.5.0_69713_542,2.5.0,"December 11, 2025",Magic Items will more frequently have a bonus affix.,Buff,player_increase
2.5.0_69713_572,2.5.0,"December 11, 2025","Tempering has been redesigned. Instead of randomly gaining an affix from the desired Temper Manual, any learned temper affix can be selected specifically and rolled onto the item.",Buff,player_increase
2.5.0_69713_575,2.5.0,"December 11, 2025",Now: 1 Temper,Buff,player_increase
2.5.0_69713_577,2.5.0,"December 11, 2025","Now: 3 Tempers, plus one per Greater Affix.",Buff,player_increase
2.5.0_69713_587,2.5.0,"December 11, 2025","Each time the player Masterworks an item, the refinement value of the item is increased by a random tunable amount (1-3%), up to a Max Refinement Threshold (20%).",Buff,player_increase
2.5.0_69713_589,2.5.0,"December 11, 2025",The base properties of an item are scaled by Refinement at a 1:1 bonus.,Buff,player_increase
2.5.0_69713_595,2.5.0,"December 11, 2025","Players may re-roll the Masterworked Greater Affix by spending Neathiron, a returning resource to once again discover in Sanctuary.",Buff,player_increase
2.5.0_69713_600,2.5.0,"December 11, 2025","Healing potions now heal 35% max Life instantly, and no longer grant Healing over Time.",Buff,player_increase
2.5.0_69713_603,2.5.0,"December 11, 2025",Potion Count affix can now be found on leg armor.,Buff,player_increase
2.5.0_69713_606,2.5.0,"December 11, 2025",Increased healing effectiveness of both.,Buff,player_increase
2.5.0_69713_609,2.5.0,"December 11, 2025",Increased healing effectiveness of both.,Buff,player_increase
2.5.0_69713_610,2.5.0,"December 11, 2025","Re-added to the base affix pool, available on Glove, Weapons, Shields, Amulets, and Rings.",Buff,player_increase
2.5.0_69713_612,2.5.0,"December 11, 2025",Increased healing % amount.,Buff,player_increase
2.5.0_69713_615,2.5.0,"December 11, 2025","Added a moderate amount of gold, scaling with higher tiers within the Strongroom.",Buff,player_increase
2.5.0_69713_616,2.5.0,"December 11, 2025",Increased the chance for a Nightmare Escalation Sigil to drop from a Horadric Strongroom.,Buff,player_increase
2.5.0_69713_620,2.5.0,"December 11, 2025",Walls now block player projectiles.,Buff,player_increase
2.5.0_69713_622,2.5.0,"December 11, 2025",Radius Increased.,Buff,player_increase
2.5.0_69713_623,2.5.0,"December 11, 2025",Poison duration significantly increased.,Buff,player_increase
2.5.0_69713_624,2.5.0,"December 11, 2025",Damage now ramps up the longer you stand in the puddle.,Buff,player_increase
2.5.0_69713_626,2.5.0,"December 11, 2025",Damage significantly increased.,Buff,player_increase
2.5.0_69713_627,2.5.0,"December 11, 2025",Damage Increased.,Buff,player_increase
2.5.0_69713_630,2.5.0,"December 11, 2025",Damage Increased.,Buff,player_increase
2.5.0_69713_631,2.5.0,"December 11, 2025",Instances of single element resistance affixes can now roll higher values than instances of All Resistance affixes.,Buff,player_increase
2.5.0_69713_632,2.5.0,"December 11, 2025",A Jeweler and an Occultist have been added to the training grounds.,Buff,player_increase
2.5.0_69713_634,2.5.0,"December 11, 2025",The Pit can now be entered before Level 60. The base pit tier unlocked is now Tier 10.,Buff,player_increase
2.5.0_69713_635,2.5.0,"December 11, 2025",Maximum Capacity of Murmuring Obols has been increased by 500.,Buff,player_increase
2.5.0_69713_636,2.5.0,"December 11, 2025",Increased from 30 armor to 250 armor.,Buff,player_increase
2.5.0_69713_637,2.5.0,"December 11, 2025",Increased from 50 armor to 500 armor.,Buff,player_increase
2.5.0_69713_638,2.5.0,"December 11, 2025",Decreased from +10% max life to +5% max life.,Buff,player_increase
2.5.0_69713_639,2.5.0,"December 11, 2025",Decreased from +20% max life to +10% max life.,Buff,player_increase
2.5.0_69713_640,2.5.0,"December 11, 2025",Updated from 300 flat armor to +10% armor.,Buff,player_increase
2.5.0_69713_641,2.5.0,"December 11, 2025",Rare tempering manuals now start dropping at level 30 instead of at level 45.,Buff,player_increase
2.5.0_69713_642,2.5.0,"December 11, 2025",Characters that skip either campaign now unlock all non-stronghold waypoints for their respective region.,Buff,player_increase
2.5.0_69713_643,2.5.0,"December 11, 2025",All skill slots are now unlocked from level 1.,Buff,player_increase
2.5.0_69713_644,2.5.0,"December 11, 2025","Progression down the Skill tree is now faster, Core Skills get unlocked after spending one skill point and then the next skill group is unlocked after spending two skill points.",Buff,player_increase
2.5.0_69713_645,2.5.0,"December 11, 2025",Aether rewards for Chaos Rifts and Chaos Waves in Infernal Hordes have been increased.,Buff,player_increase
2.5.0_69713_647,2.5.0,"December 11, 2025",Tempering affixes now have greater variance now that you aren't limited to how many times you can re-temper.,Buff,player_increase
